Neighbourhood Id,Neighbourhood,Early Development Instrument (EDI),Healthy Food Index,Social Housing Units,Income Decile Mean,Income Decile Median,Total Pop 2016,  Non-immigrants,  Immigrants,  Non-permanent residents,  First generation,  Second generation,  Third generation or more,"  Postsecondary certificate, diploma or degree","  No certificate, diploma or degree",  Secondary (high) school diploma or equivalency certificate,"Population, 2016",Total Male Population,Children (0-14 years),Youth (15-24 years),Working Age (25-54 years),Pre-retirement (55-64 years),Seniors and Older Seniors
16.0,Stonegate-Queensway,7.55,31.23,129.0,6.5,7.0,25051.0,15905.0,8635.0,355.0,9135.0,7675.0,8090.0,13555.0,2720.0,4565.0,25051.0,12255.0,4060.0,2495.0,10660.0,3660.0,4915.0
118.0,Tam O'Shanter-Sullivan,12.93,41.37,607.0,4.6,4.0,27446.0,9285.0,16725.0,1010.0,17855.0,6415.0,2755.0,12325.0,4460.0,6350.0,27446.0,12760.0,3885.0,3225.0,10675.0,3510.0,7380.0
61.0,Taylor-Massey,16.92,38.19,381.0,3.7,3.0,15683.0,6055.0,8705.0,725.0,9520.0,3370.0,2595.0,7440.0,2030.0,3065.0,15683.0,7695.0,2950.0,1690.0,7580.0,1750.0,1975.0
63.0,The Beaches,7.85,31.53,151.0,7.3,9.0,21567.0,16900.0,4225.0,325.0,4855.0,6420.0,10165.0,12750.0,1455.0,3420.0,21567.0,10215.0,3825.0,2075.0,9590.0,3140.0,3220.0
3.0,Thistletown-Beaumond Heights,16.04,42.26,372.0,4.7,4.0,10360.0,4470.0,5465.0,190.0,5665.0,3235.0,1220.0,3980.0,2075.0,2340.0,10360.0,5075.0,1730.0,1410.0,4160.0,1195.0,2230.0
55.0,Thorncliffe Park,14.24,34.53,567.0,3.2,2.0,21108.0,6620.0,13270.0,950.0,14355.0,5015.0,1460.0,8035.0,3195.0,4015.0,21108.0,10270.0,5600.0,2455.0,9020.0,1665.0,2790.0
81.0,Trinity-Bellwoods,10.0,35.45,250.0,5.4,5.0,16556.0,9830.0,5810.0,600.0,6570.0,4705.0,4950.0,8090.0,3115.0,3275.0,16556.0,8220.0,1745.0,1630.0,9210.0,1625.0,2680.0
79.0,University,20.0,42.62,326.0,5.2,5.0,7607.0,4040.0,2015.0,625.0,2740.0,1775.0,2165.0,4460.0,520.0,1190.0,7607.0,3790.0,565.0,1485.0,3590.0,650.0,1625.0
43.0,Victoria Village,14.08,26.9,922.0,4.5,4.0,17510.0,7670.0,9185.0,320.0,9555.0,4480.0,3130.0,7840.0,2930.0,3780.0,17510.0,8125.0,2630.0,2030.0,7170.0,2270.0,3975.0
77.0,Waterfront Communities-The Island,17.82,31.61,2644.0,6.2,7.0,65913.0,37035.0,23820.0,4775.0,29120.0,17670.0,18820.0,51740.0,1900.0,8340.0,65913.0,33265.0,3650.0,7840.0,45105.0,4680.0,5000.0
136.0,West Hill,19.37,28.06,2052.0,4.5,4.0,27392.0,13280.0,13345.0,335.0,13780.0,7610.0,5570.0,10965.0,4990.0,6425.0,27392.0,13045.0,4635.0,3950.0,10765.0,3785.0,4865.0
1.0,West Humber-Clairville,15.34,23.82,950.0,4.8,5.0,33312.0,12285.0,19230.0,1370.0,20690.0,9530.0,2685.0,13425.0,5905.0,8510.0,33312.0,16605.0,5060.0,5445.0,13845.0,3990.0,5595.0
35.0,Westminster-Branson,16.48,24.63,966.0,4.3,4.0,26274.0,7070.0,18155.0,930.0,19155.0,5070.0,1910.0,14430.0,2745.0,5540.0,26274.0,12075.0,3440.0,3355.0,10865.0,3500.0,6130.0
113.0,Weston,15.09,41.45,1036.0,4.2,3.0,17992.0,8475.0,8690.0,520.0,9270.0,5490.0,2935.0,6800.0,3630.0,4180.0,17992.0,8510.0,3100.0,2225.0,7785.0,2430.0,2840.0
91.0,Weston-Pellam Park,20.49,52.57,734.0,4.7,4.0,11098.0,5430.0,5370.0,290.0,5715.0,3575.0,1800.0,3730.0,3095.0,2590.0,11098.0,5600.0,1675.0,1415.0,5275.0,1415.0,1475.0
119.0,Wexford/Maryvale,12.05,42.08,736.0,4.9,5.0,27917.0,13180.0,13905.0,470.0,14470.0,7730.0,5350.0,11710.0,4395.0,7240.0,27917.0,13600.0,4215.0,3650.0,11380.0,3940.0,5620.0
51.0,Willowdale East,12.0,28.9,496.0,5.0,5.0,50434.0,14150.0,31040.0,5080.0,36425.0,9535.0,4290.0,32650.0,3110.0,8580.0,50434.0,23690.0,5920.0,6940.0,25850.0,5460.0,7100.0
37.0,Willowdale West,9.3,17.67,664.0,5.3,5.0,16936.0,5970.0,9390.0,1310.0,10735.0,3535.0,2395.0,10315.0,1405.0,3140.0,16936.0,7975.0,1785.0,2230.0,7480.0,2070.0,4025.0
7.0,Willowridge-Martingrove-Richview,14.69,30.46,762.0,5.6,6.0,22156.0,11775.0,10030.0,340.0,10460.0,7065.0,4615.0,9935.0,3440.0,5205.0,22156.0,10630.0,3555.0,2625.0,8140.0,2905.0,5790.0
137.0,Woburn,15.19,27.73,2594.0,4.2,4.0,53485.0,20645.0,30185.0,2200.0,32515.0,14140.0,6360.0,21370.0,8850.0,13170.0,53485.0,26010.0,9625.0,7660.0,21945.0,6245.0,9140.0
64.0,Woodbine Corridor,10.26,29.04,950.0,6.1,7.0,12541.0,9320.0,2935.0,185.0,3290.0,3600.0,5535.0,6620.0,1430.0,2065.0,12541.0,6050.0,2325.0,1035.0,6165.0,1625.0,1550.0
60.0,Woodbine-Lumsden,4.92,27.87,203.0,5.8,6.0,7865.0,5490.0,2190.0,160.0,2390.0,2255.0,3200.0,3920.0,1015.0,1760.0,7865.0,3810.0,1165.0,675.0,3790.0,1150.0,1220.0
94.0,Wychwood,7.0,40.49,1229.0,5.6,6.0,14349.0,8525.0,4345.0,385.0,4870.0,4075.0,4315.0,7230.0,1860.0,2285.0,14349.0,6640.0,1860.0,1320.0,6420.0,1595.0,4030.0
100.0,Yonge-Eglinton,2.33,31.95,0.0,6.8,8.0,11817.0,8080.0,3180.0,540.0,3945.0,3070.0,4790.0,7990.0,575.0,1430.0,11817.0,5515.0,1800.0,1225.0,5860.0,1325.0,1765.0
97.0,Yonge-St.Clair,8.33,32.65,0.0,6.8,8.0,12528.0,8325.0,3580.0,395.0,4140.0,3145.0,5000.0,8820.0,460.0,1820.0,12528.0,5645.0,1210.0,920.0,5960.0,1540.0,3375.0
27.0,York University Heights,24.11,47.0,511.0,4.2,4.0,27593.0,10295.0,15595.0,1690.0,17475.0,7695.0,2410.0,11420.0,5125.0,6980.0,27593.0,13625.0,4045.0,4750.0,12290.0,2965.0,3930.0
31.0,Yorkdale-Glen Park,19.27,21.66,657.0,5.2,5.0,14804.0,6380.0,7265.0,375.0,7710.0,4625.0,1690.0,5240.0,3445.0,3385.0,14804.0,6860.0,1960.0,1870.0,5860.0,1810.0,4070.0
